POOL_ID	POOL_SIZE	FREE_BUFFERS	DATABASE_PAGES	OLD_DATABASE_PAGES	MODIFIED_DATABASE_PAGES	PENDING_DECOMPRESS	PENDING_READS	PENDING_FLUSH_LRU	PENDING_FLUSH_LIST	PAGES_MADE_YOUNG	PAGES_NOT_MADE_YOUNG	PAGES_MADE_YOUNG_RATE	PAGES_MADE_NOT_YOUNG_RATE	NUMBER_PAGES_READ	NUMBER_PAGES_CREATED	NUMBER_PAGES_WRITTEN	PAGES_READ_RATE	PAGES_CREATE_RATE	PAGES_WRITTEN_RATE	NUMBER_PAGES_GET	HIT_RATE	YOUNG_MAKE_PER_THOUSAND_GETS	NOT_YOUNG_MAKE_PER_THOUSAND_GETS	NUMBER_PAGES_READ_AHEAD	NUMBER_READ_AHEAD_EVICTED	READ_AHEAD_RATE	READ_AHEAD_EVICTED_RATE	LRU_IO_TOTAL	LRU_IO_CURRENT	UNCOMPRESS_TOTAL	UNCOMPRESS_CURRENT
0	1024	0	1021	393	619	0	25	0	0	71417	36205811	20.725388601036272	4002.727024815926	19829621	22812	4028876	2365.421325334061	3.27242977911099	461.77620216343973	68598355	714	2	484	0	3958	0	0.6363057903826925	148924	812	0	0
0	1024	42	979	360	630	0	72	100	0	71508	36253727	9.099090090990902	4791.120887911209	19854233	22830	4034026	2460.953904609539	1.7998200179982002	514.9485051494851	68685293	717	1	551	0	3961	0	0.29997000299970006	148429	1388	0	0
0	1024	0	1022	383	650	0	14	0	0	71701	36298332	0	583000	19880368	22860	4039393	198000	0	100000	68777825	822	0	525	0	3969	0	0	147937	198	0	0
0	1024	0	1021	384	486	0	102	0	0	71858	36346019	14.271429870011819	4334.787746568494	19905981	22880	4044820	2328.2428870102717	1.81801654395055	493.31878920098177	68864833	706	1	548	0	3975	0	0.545404963185165	149482	1158	0	0
0	1024	3	1018	392	775	0	33	1	0	72021	36388267	16.2983701629837	4224.377562243776	19932199	22905	4049864	2621.5378462153785	2.4997500249975	504.34956504349566	68954064	707	1	473	0	3980	0	0.4999500049995001	149406	2764	0	0
0	1024	0	1021	396	539	0	19	0	0	72072	36432608	5.099490050994901	4433.656634336567	19956190	22935	4055297	2398.8601139886014	2.9997000299970003	543.2456754324568	69036593	710	0	537	0	3981	0	0.09999000099990002	146368	222	0	0
0	1024	0	1021	381	747	0	14	0	0	72268	36479753	17.81656213071539	4285.519498227434	19982482	22962	4060492	2389.964548677393	2.4543223343332428	472.22979729115536	69127224	710	2	520	0	3985	0	0.36360330879011	148609	1189	0	0
0	1024	0	1022	396	800	0	74	0	0	72453	36523117	18.498150184981505	4335.966403359665	20007252	22989	4065736	2476.7523247675235	2.6997300269973006	524.3475652434756	69212718	711	2	507	0	3991	0	0.5999400059994001	146949	2484	0	0
0	1024	0	1017	389	747	0	53	0	0	72573	36565938	11.988011988011989	5710.289710289711	20031289	23024	4070933	3218.781218781219	1.9980019980019983	478.52147852147857	69296796	724	1	490	0	3994	0	0.9990009990009991	144422	282	0	0
0	1024	104	918	324	449	0	214	5	0	72616	36604304	3.9087355694936825	3487.50113626034	20053889	23043	4076181	2054.3586946641217	1.7271157167530224	477.0475411326243	69369308	689	0	529	0	4000	0	0.545404963185165	143002	425	0	0
0	1024	167	855	310	616	0	26	100	0	72718	36642347	10.198980101989802	3803.919608039196	20077136	23063	4081473	2324.467553244676	1.9998000199980004	529.1470852914708	69448992	709	1	477	0	4010	0	0.9999000099990002	141528	891	0	0
0	1024	116	906	343	710	0	13	79	0	72955	36679878	23.697630236976305	3752.7247275272475	20100735	23092	4086602	2359.6640335966404	2.8997100289971005	512.8487151284871	69529117	706	2	468	0	4018	0	0.7999200079992002	139614	2046	0	0
0	1024	171	851	334	579	0	48	1	0	73060	36726555	10.498950104989502	4667.233276672333	20127155	23115	4092257	2641.7358264173586	2.2997700229977003	565.4434556544346	69618997	707	1	519	0	4026	0	0.7999200079992002	142226	226	0	0
0	1024	0	1022	396	607	0	94	2	0	73138	36764565	7.090264521407145	3455.1404417780204	20150049	23133	4097031	2081.0835378601946	1.636214889555495	433.9605490409963	69696615	706	1	489	0	4028	0	0.181801654395055	141120	690	0	0
0	1024	0	1022	396	879	0	27	101	0	73290	36805914	31.984007996002	3999.000499750125	20173606	23156	4102292	2546.7266366816593	3.4982508745627188	401.2993503248376	69775563	722	3	437	0	4030	0	0.49975012493753124	139003	3596	0	0
0	1024	0	1020	395	621	0	155	1	0	73365	36847719	7.499250074992501	4180.08199180082	20197481	23181	4107581	2387.261273872613	2.4997500249975	528.8471152884712	69857778	710	0	508	0	4035	0	0.4999500049995001	140829	11	0	0
0	1024	86	936	364	308	0	218	3	0	73411	36882924	4.181438051086265	3200.163621488956	20219904	23196	4112858	2038.269248250159	1.3635124079629126	479.68366512135265	69930192	691	0	486	0	4036	0	0.0909008271975275	140565	484	0	0
0	1024	0	1022	393	551	0	172	0	0	73467	36914601	5.599440055994401	3167.3832616738327	20241576	23214	4118172	2166.983301669833	1.7998200179982002	531.3468653134687	70002112	699	0	440	0	4040	0	0.3999600039996001	134658	1975	0	0
0	1024	0	1021	392	777	0	52	1	0	73585	36954678	11.798820117988202	4007.299270072993	20264596	23250	4123122	2301.7698230176984	3.5996400359964005	494.9505049495051	70081240	710	1	506	0	4049	0	0.8999100089991001	135644	1843	0	0
0	1024	0	1022	393	658	0	50	10	0	73685	37000609	9.99900009999	4592.640735926408	20290200	23269	4128355	2560.14398560144	1.8998100189981002	523.2476752324768	70169428	710	1	520	0	4055	0	0.5999400059994001	138424	1	0	0
0	1024	122	900	324	706	0	55	100	0	73820	37042530	3.332222592469177	2952.349216927691	20313800	23292	4133425	1617.4608463845386	0.6664445184938355	417.52749083638787	70250263	704	0	541	0	4058	0	0	137809	535	0	0
0	1024	0	1021	396	774	0	99	50	0	73913	37083665	9.299070092990702	4113.088691130887	20337972	23324	4138599	2416.9583041695832	3.1996800319968006	517.3482651734827	70331763	704	1	504	0	4059	0	0.09999000099990002	138318	2285	0	0
0	1024	0	1021	395	769	0	65	2	0	74017	37130889	10.398960103989602	4721.927807219278	20363081	23346	4144062	2510.6489351064897	2.1997800219978005	546.2453754624538	70416463	704	1	557	0	4065	0	0.5999400059994001	141276	2613	0	0
0	1024	0	1017	395	880	0	47	0	2	74133	37176955	11.598840115988402	4606.139386061394	20388468	23370	4149262	2538.4461553844617	2.3997600239976005	519.9480051994801	70505187	714	1	519	0	4068	0	0.29997000299970006	144691	368	0	0
0	1024	0	1016	395	568	0	275	0	0	74268	37214593	12.271611671666212	3421.32533406054	20411858	23396	4154485	2126.170348150168	2.363421507135715	474.77502045268614	70583833	703	1	478	0	4073	0	0.4545041359876375	142097	1419	0	0
0	1024	0	1021	395	488	0	337	1	0	74298	37243502	2.9997000299970003	2890.6109389061094	20434190	23412	4159625	2232.9767023297672	1.5998400159984003	513.9486051394861	70651059	668	0	430	0	4077	0	0.3999600039996001	141493	2248	0	0
0	1024	1	1020	394	565	0	266	0	0	74319	37271619	1.6661112962345885	2847.050983005665	20455338	23427	4164906	2172.2759080306564	2.9990003332222592	534.8217260913029	70716739	686	0	411	0	4083	0	0.33322225924691773	139801	12	0	0
0	1024	0	1022	396	592	0	330	0	0	74348	37302199	2.6361239887282975	2779.747295700391	20477438	23445	4169962	2008.9082810653579	1.636214889555495	459.594582310699	70785755	680	0	443	0	4089	0	0.545404963185165	135705	1351	0	0
0	1024	0	1022	396	717	0	215	0	0	74367	37330462	1.8998100189981002	2826.017398260174	20499705	23466	4175310	2226.477352264774	2.0997900209979004	534.7465253474653	70854790	678	0	409	0	4093	0	0.3999600039996001	133104	2156	0	0
0	1024	0	1020	395	597	0	201	0	0	74432	37365740	6.499350064993501	3527.447255274473	20523305	23486	4180284	2359.7640235976405	1.9998000199980004	497.3502649735027	70930676	690	0	464	0	4100	0	0.6999300069993001	132110	3077	0	0
0	1024	126	896	322	219	0	283	13	0	74463	37394214	2.8179256431233526	2588.310153622398	20543778	23501	4185408	1861.0126352149805	1.3635124079629126	465.7758385601309	70997470	694	0	426	0	4105	0	0.4545041359876375	131990	337	0	0
0	1024	0	1020	392	452	0	343	0	0	74496	37422517	3.2996700329967004	2830.01699830017	20565164	23525	4190745	2138.3861613838617	2.3997600239976005	533.6466353364664	71064878	683	0	419	0	4115	0	0.9999000099990002	130738	1427	0	0
0	1024	0	1021	394	470	0	291	0	0	74520	37450557	2.9992501874531365	3093.2266933266683	20586676	23545	4195971	2225.193701574606	1.9995001249687576	502.87428142964256	71131121	679	0	447	0	4122	0	0.4998750312421894	131198	2530	0	0
0	1024	26	996	370	646	0	144	43	0	74576	37487874	5.09044632306154	3392.1461685301338	20610808	23577	4201086	2193.618761930734	2.90882647032088	464.95773111535317	71209396	692	0	476	0	4129	0	0.6363057903826925	132466	428	0	0
0	1024	0	1022	393	614	0	128	4	0	74675	37528695	9.899010098990102	4081.6918308169184	20634440	23597	4206577	2362.963703629637	1.9998000199980004	549.045095490451	71293621	720	1	484	0	4134	0	0.4999500049995001	132854	1083	0	0
0	1024	0	1021	393	812	0	89	2	0	74800	37571659	12.498750124987502	4295.970402959704	20659561	23634	4211658	2511.8488151184883	3.6996300369963007	508.049195080492	71377027	699	1	515	0	4140	0	0.5999400059994001	136987	2096	0	0
0	1024	155	867	339	525	0	42	0	0	74889	37611765	8.899110088991101	4010.19898010199	20682978	23663	4216910	2341.465853414659	2.8997100289971005	525.1474852514749	71457461	709	1	498	0	4142	0	0.19998000199980004	140486	1568	0	0
0	1024	0	1022	396	795	0	27	0	3	74991	37655490	9.271884374147806	3974.63866921189	20706617	23684	4222067	2148.8046541223525	1.9089173711480776	468.7755658576493	71538810	710	1	537	0	4144	0	0.181801654395055	141598	258	0	0
0	1024	0	1021	395	606	0	62	2	0	75141	37695953	17.396520695860826	3240.951809638072	20730330	23708	4227598	1958.608278344331	0.9998000399920015	461.5076984603079	71622544	714	2	473	0	4149	0	0.3999200159968006	142321	688	0	0
0	1024	192	830	295	541	0	151	100	0	75228	37730241	8.699130086991302	3428.4571542845715	20751920	23737	4232603	2158.784121587841	2.8997100289971005	500.4499550044996	71693080	694	1	486	0	4153	0	0.3999600039996001	139308	1213	0	0
0	1024	0	1022	396	563	0	202	11	0	75284	37768299	5.599440055994401	3805.419458054195	20775126	23761	4237799	2320.3679632036797	2.3997600239976005	519.5480451954804	71770515	701	0	491	0	4155	0	0.19998000199980004	137598	2622	0	0
