name	subsystem	count	max_count	min_count	avg_count
adaptive_hash_searches	adaptive_hash_index	78383	78383	NULL	1.5597055019401054
ibuf_merges_insert	change_buffer	645189	645189	NULL	12.83830464630385
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	561073	561073	NULL	11.164520943189732
ibuf_size	change_buffer	260	269	NULL	0.005173614565714854
innodb_activity_count	server	6889571	6889571	NULL	137.09224952741022
innodb_dblwr_writes	server	585651	585651	NULL	11.65358670779027
innodb_dblwr_pages_written	server	4149273	4149273	NULL	82.56438165356681
innodb_rwlock_s_spin_waits	server	2054320	2054320	NULL	40.87792259476669
innodb_rwlock_x_spin_waits	server	75837	75837	NULL	1.5090438762312208
innodb_rwlock_s_spin_rounds	server	90558831	90558831	NULL	1801.9864889065764
innodb_rwlock_x_spin_rounds	server	8730412	8730412	NULL	173.72225649189136
innodb_rwlock_s_os_waits	server	2806223	2806223	NULL	55.839677644015524
innodb_rwlock_x_os_waits	server	273373	273373	NULL	5.439717441050642
dml_reads	dml	6385026	6385026	NULL	127.05255198487713
dml_inserts	dml	747516	747516	NULL	14.874460252711174
dml_deletes	dml	57407	57407	NULL	1.1423141975922795
dml_updates	dml	1494826	1494826	NULL	29.744821410804896
lock_row_lock_current_waits	lock	2	5	NULL	0.00003978832610512076
lock_row_lock_time	lock	4468442	4468442	NULL	88.895913738909
lock_row_lock_waits	lock	1320	1320	NULL	0.0262602952293797
buffer_pool_reads	buffer	19877292	19877292	NULL	395.442088091354
buffer_pool_read_requests	buffer	70585012	70585012	NULL	1404.229737794931
buffer_pool_write_requests	buffer	11600199	11600199	NULL	230.77625034814784
buffer_pool_wait_free	buffer	546290	546290	NULL	10.867982333983209
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4073	4073	NULL	0.08102892611307842
buffer_pages_created	buffer	23396	23396	NULL	0.4654438387777026
buffer_pages_written	buffer	4154485	4154485	NULL	82.65000198941631
buffer_pages_read	buffer	20412191	20412191	NULL	406.0834560140055
buffer_data_reads	buffer	334439108608	334439108608	NULL	6653386.157800501
buffer_data_written	buffer	136985239040	136985239040	NULL	2725206.6812557196
os_data_reads	os	20374651	20374651	NULL	405.33662913301237
os_data_writes	os	4699910	4699910	NULL	93.50077587235904
os_data_fsyncs	os	1061677	1061677	NULL	21.121175347153144
os_log_bytes_written	os	850147840	850147840	NULL	16912.979747742014
os_log_fsyncs	os	155537	155537	NULL	3.0942784387060835
os_log_pending_fsyncs	os	0	2	0	0
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2102314	2102314	NULL	41.82377750368042
log_writes	recovery	154461	154461	NULL	3.0728723192615286
adaptive_hash_searches	adaptive_hash_index	78455	78455	NULL	1.5607965622886246
ibuf_merges_insert	change_buffer	645782	645782	NULL	12.847292404408547
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	561582	561582	NULL	11.172203875382962
ibuf_size	change_buffer	261	269	NULL	0.005192376556718259
innodb_activity_count	server	6897417	6897417	NULL	137.21833843950185
innodb_dblwr_writes	server	586519	586519	NULL	11.66830461942466
innodb_dblwr_pages_written	server	4154585	4154585	NULL	82.65199140572156
innodb_rwlock_s_spin_waits	server	2057406	2057406	NULL	40.93037042931604
innodb_rwlock_x_spin_waits	server	75929	75929	NULL	1.510543906417857
innodb_rwlock_s_spin_rounds	server	90699749	90699749	NULL	1804.3955954323
innodb_rwlock_x_spin_rounds	server	8740865	8740865	NULL	173.89219353041818
innodb_rwlock_s_os_waits	server	2810614	2810614	NULL	55.91481319380894
innodb_rwlock_x_os_waits	server	273702	273702	NULL	5.445072215811881
dml_reads	dml	6392260	6392260	NULL	127.16866271435961
dml_inserts	dml	748367	748367	NULL	14.888135121155454
dml_deletes	dml	57477	57477	NULL	1.1434568097720128
dml_updates	dml	1496468	1496468	NULL	29.770978394938926
lock_row_lock_current_waits	lock	0	5	NULL	0
lock_row_lock_time	lock	4491346	4491346	NULL	89.33379743814146
lock_row_lock_waits	lock	1321	1321	NULL	0.02627496220860848
buffer_pool_reads	buffer	19899008	19899008	NULL	395.79536956002863
buffer_pool_read_requests	buffer	70651175	70651175	NULL	1405.2664293102077
buffer_pool_write_requests	buffer	11610378	11610378	NULL	230.93281088392075
buffer_pool_wait_free	buffer	547172	547172	NULL	10.883363831649296
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4077	4077	NULL	0.08109237011695442
buffer_pages_created	buffer	23412	23412	NULL	0.4656695043360649
buffer_pages_written	buffer	4159634	4159634	NULL	82.73597740472592
buffer_pages_read	buffer	20434236	20434236	NULL	406.441164770467
buffer_data_reads	buffer	334801702912	334801702912	NULL	6659274.86100724
buffer_data_written	buffer	137153305088	137153305088	NULL	2728007.5003580237
os_data_reads	os	20396684	20396684	NULL	405.69424775240674
os_data_writes	os	4706095	4706095	NULL	93.60519929986475
os_data_fsyncs	os	1063193	1063193	NULL	21.14712785424457
os_log_bytes_written	os	850982400	850982400	NULL	16926.215291590423
os_log_fsyncs	os	155752	155752	NULL	3.0979393746519213
os_log_pending_fsyncs	os	1	2	0	0.000019890206062534807
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2104323	2104323	NULL	41.85541809213144
log_writes	recovery	154676	154676	NULL	3.076537512928634
adaptive_hash_searches	adaptive_hash_index	78483	78483	NULL	1.5610430424059194
ibuf_merges_insert	change_buffer	646216	646216	NULL	12.853369400906994
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	561946	561946	NULL	11.177221736017184
ibuf_size	change_buffer	267	269	NULL	0.005310685018696794
innodb_activity_count	server	6903701	6903701	NULL	137.3160354841276
innodb_dblwr_writes	server	587456	587456	NULL	11.684620892672449
innodb_dblwr_pages_written	server	4159642	4159642	NULL	82.73613652637441
innodb_rwlock_s_spin_waits	server	2060432	2060432	NULL	40.98241705784072
innodb_rwlock_x_spin_waits	server	75994	75994	NULL	1.51153631951627
innodb_rwlock_s_spin_rounds	server	90844606	90844606	NULL	1806.9179330097859
innodb_rwlock_x_spin_rounds	server	8750797	8750797	NULL	174.0551555414114
innodb_rwlock_s_os_waits	server	2815166	2815166	NULL	55.994231840241866
innodb_rwlock_x_os_waits	server	274022	274022	NULL	5.450354045667913
dml_reads	dml	6398407	6398407	NULL	127.26563370196516
dml_inserts	dml	749001	749001	NULL	14.897784231044634
dml_deletes	dml	57531	57531	NULL	1.14430344498369
dml_updates	dml	1497864	1497864	NULL	29.792823613652637
lock_row_lock_current_waits	lock	0	5	NULL	0
lock_row_lock_time	lock	4491346	4491346	NULL	89.31425616958657
lock_row_lock_waits	lock	1321	1321	NULL	0.0262692147075785
buffer_pool_reads	buffer	19919905	19919905	NULL	396.1243462525106
buffer_pool_read_requests	buffer	70718248	70718248	NULL	1406.2928391035457
buffer_pool_write_requests	buffer	11621348	11621348	NULL	231.10044345457075
buffer_pool_wait_free	buffer	547886	547886	NULL	10.895181657287171
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4083	4083	NULL	0.0811939467456798
buffer_pages_created	buffer	23427	23427	NULL	0.4658659295643009
buffer_pages_written	buffer	4164911	4164911	NULL	82.82281703024638
buffer_pages_read	buffer	20455719	20455719	NULL	406.7794658659296
buffer_data_reads	buffer	335153139712	335153139712	NULL	6664806.803189691
buffer_data_written	buffer	137326992896	137326992896	NULL	2730864.69457315
os_data_reads	os	20418170	20418170	NULL	406.0327718893551
os_data_writes	os	4712251	4712251	NULL	93.70714101059916
os_data_fsyncs	os	1064538	1064538	NULL	21.169248513532324
os_log_bytes_written	os	851752448	851752448	NULL	16937.825839680234
os_log_fsyncs	os	155939	155939	NULL	3.1009803726609264
os_log_pending_fsyncs	os	0	2	0	0
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2106169	2106169	NULL	41.88297174219977
log_writes	recovery	154859	154859	NULL	3.0795036490544274
adaptive_hash_searches	adaptive_hash_index	78495	78495	NULL	1.56094020323344
ibuf_merges_insert	change_buffer	646930	646930	NULL	12.864756298844632
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	562557	562557	NULL	11.186927038797304
ibuf_size	change_buffer	264	269	NULL	0.005249865770477459
innodb_activity_count	server	6909949	6909949	NULL	137.41024519259452
innodb_dblwr_writes	server	588223	588223	NULL	11.697317398134707
innodb_dblwr_pages_written	server	4164919	4164919	NULL	82.82297611708792
innodb_rwlock_s_spin_waits	server	2063171	2063171	NULL	41.027919740688446
innodb_rwlock_x_spin_waits	server	76089	76089	NULL	1.5130948356434069
innodb_rwlock_s_spin_rounds	server	91008797	91008797	NULL	1809.7877582675444
innodb_rwlock_x_spin_rounds	server	8761321	8761321	NULL	174.22636068964147
innodb_rwlock_s_os_waits	server	2820430	2820430	NULL	56.08666255692326
innodb_rwlock_x_os_waits	server	274356	274356	NULL	5.455803686837553
dml_reads	dml	6404136	6404136	NULL	127.3517211207668
dml_inserts	dml	749748	749748	NULL	14.90938015789369
dml_deletes	dml	57569	57569	NULL	1.1448087975023367
dml_updates	dml	1499175	1499175	NULL	29.812376956271006
lock_row_lock_current_waits	lock	1	5	NULL	0.000019881901505059945
lock_row_lock_time	lock	4494156	4494156	NULL	89.35236694037418
lock_row_lock_waits	lock	1324	1324	NULL	0.026323637592699366
buffer_pool_reads	buffer	19941239	19941239	NULL	396.46974968686004
buffer_pool_read_requests	buffer	70785870	70785870	NULL	1407.3576952899775
buffer_pool_write_requests	buffer	11631712	11631712	NULL	231.26055231922382
buffer_pool_wait_free	buffer	548724	548724	NULL	10.909676521462513
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4089	4089	NULL	0.08129709525419011
buffer_pages_created	buffer	23445	23445	NULL	0.46613118078613036
buffer_pages_written	buffer	4169973	4169973	NULL	82.90699246475933
buffer_pages_read	buffer	20477498	20477498	NULL	407.131598306062
buffer_data_reads	buffer	335510425600	335510425600	NULL	6670585.235699942
buffer_data_written	buffer	137495253504	137495253504	NULL	2733667.087579776
os_data_reads	os	20439878	20439878	NULL	406.38364117144164
os_data_writes	os	4718311	4718311	NULL	93.80899457224089
os_data_fsyncs	os	1065985	1065985	NULL	21.193808775871325
os_log_bytes_written	os	852503040	852503040	NULL	16949.381474044178
os_log_fsyncs	os	156134	156134	NULL	3.104240809591029
os_log_pending_fsyncs	os	0	2	0	0
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2107858	2107858	NULL	41.90822514265264
log_writes	recovery	155054	155054	NULL	3.0827683559655648
adaptive_hash_searches	adaptive_hash_index	78513	78513	NULL	1.5609877328667714
ibuf_merges_insert	change_buffer	647487	647487	NULL	12.873272759806747
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	563038	563038	NULL	11.19426605960594
ibuf_size	change_buffer	266	269	NULL	0.005288585800345945
innodb_activity_count	server	6916577	6916577	NULL	137.514702666163
innodb_dblwr_writes	server	589111	589111	NULL	11.71264687754737
innodb_dblwr_pages_written	server	4170081	4170081	NULL	82.90913971012188
innodb_rwlock_s_spin_waits	server	2065792	2065792	NULL	41.07187307394079
innodb_rwlock_x_spin_waits	server	76171	76171	NULL	1.514424319541921
innodb_rwlock_s_spin_rounds	server	91155152	91155152	NULL	1812.337753742768
innodb_rwlock_x_spin_rounds	server	8774742	8774742	NULL	174.4585561763127
innodb_rwlock_s_os_waits	server	2825072	2825072	NULL	56.167803248702704
innodb_rwlock_x_os_waits	server	274787	274787	NULL	5.463288068870907
dml_reads	dml	6410228	6410228	NULL	127.44752172097739
dml_inserts	dml	750428	750428	NULL	14.919935582639123
dml_deletes	dml	57626	57626	NULL	1.1457144561305843
dml_updates	dml	1500542	1500542	NULL	29.83362824820566
lock_row_lock_current_waits	lock	1	5	NULL	0.00001987794939074085
lock_row_lock_time	lock	4494156	4494156	NULL	89.33460552209434
lock_row_lock_waits	lock	1324	1324	NULL	0.026318404993340885
buffer_pool_reads	buffer	19963022	19963022	NULL	396.8239410022462
buffer_pool_read_requests	buffer	70854892	70854892	NULL	1408.4499572624088
buffer_pool_write_requests	buffer	11643040	11643040	NULL	231.43975987437136
buffer_pool_wait_free	buffer	549575	549575	NULL	10.924424036416402
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4093	4093	NULL	0.08136044685630231
buffer_pages_created	buffer	23466	23466	NULL	0.4664559604031248
buffer_pages_written	buffer	4175321	4175321	NULL	82.99681952809748
buffer_pages_read	buffer	20499755	20499755	NULL	407.4930924125867
buffer_data_reads	buffer	335873232896	335873232896	NULL	6676471.1252112035
buffer_data_written	buffer	137671403520	137671403520	NULL	2736625.191722822
os_data_reads	os	20462077	20462077	NULL	406.74413103544236
os_data_writes	os	4724638	4724638	NULL	93.91611505357108
os_data_fsyncs	os	1067432	1067432	NULL	21.21835927405729
os_log_bytes_written	os	853393408	853393408	NULL	16963.71097461586
os_log_fsyncs	os	156327	156327	NULL	3.107460194406345
os_log_pending_fsyncs	os	0	2	0	0
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2110052	2110052	NULL	41.943506867831516
log_writes	recovery	155247	155247	NULL	3.085992009064345
adaptive_hash_searches	adaptive_hash_index	78520	78520	NULL	1.5608165861609717
ibuf_merges_insert	change_buffer	648056	648056	NULL	12.882024370365952
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	563532	563532	NULL	11.201860576062973
ibuf_size	change_buffer	264	269	NULL	0.005247778639155585
innodb_activity_count	server	6922842	6922842	NULL	137.61190291609518
innodb_dblwr_writes	server	590015	590015	NULL	11.728288309777962
innodb_dblwr_pages_written	server	4175429	4175429	NULL	82.99896634663168
innodb_rwlock_s_spin_waits	server	2068702	2068702	NULL	41.12155366052438
innodb_rwlock_x_spin_waits	server	76272	76272	NULL	1.5161309559305862
innodb_rwlock_s_spin_rounds	server	91307749	91307749	NULL	1815.0108136044685
innodb_rwlock_x_spin_rounds	server	8786972	8786972	NULL	174.66698471385692
innodb_rwlock_s_os_waits	server	2829919	2829919	NULL	56.25298666189596
innodb_rwlock_x_os_waits	server	275179	275179	NULL	5.469994235394677
dml_reads	dml	6416052	6416052	NULL	127.53795694436162
dml_inserts	dml	751142	751142	NULL	14.931162661259865
dml_deletes	dml	57672	57672	NULL	1.1464010972628065
dml_updates	dml	1502037	1502037	NULL	29.857415469020214
lock_row_lock_current_waits	lock	1	5	NULL	0.000019873998847308068
lock_row_lock_time	lock	4509949	4509949	NULL	89.63072122741816
lock_row_lock_waits	lock	1325	1325	NULL	0.02633304847268319
buffer_pool_reads	buffer	19986116	19986116	NULL	397.2040463461653
buffer_pool_read_requests	buffer	70930703	70930703	NULL	1409.676709660751
buffer_pool_write_requests	buffer	11655164	11655164	NULL	231.63471590118647
buffer_pool_wait_free	buffer	550440	550440	NULL	10.939443925512252
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4100	4100	NULL	0.08148339527396307
buffer_pages_created	buffer	23486	23486	NULL	0.4667607369278773
buffer_pages_written	buffer	4180285	4180285	NULL	83.0789792714192
buffer_pages_read	buffer	20523313	20523313	NULL	407.88029890494266
buffer_data_reads	buffer	336258994176	336258994176	NULL	6682810.862650794
buffer_data_written	buffer	137833321472	137833321472	NULL	2739299.27205517
os_data_reads	os	20485611	20485611	NULL	407.13100940040147
os_data_writes	os	4730556	4730556	NULL	94.01506449112625
os_data_fsyncs	os	1068839	1068839	NULL	21.242105053957907
os_log_bytes_written	os	854305792	854305792	NULL	16978.472325456605
os_log_fsyncs	os	156521	156521	NULL	3.110698173579506
os_log_pending_fsyncs	os	0	2	0	0
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2112238	2112238	NULL	41.9786155772403
log_writes	recovery	155441	155441	NULL	3.0892342548244134
adaptive_hash_searches	adaptive_hash_index	78576	78576	NULL	1.5616193334260786
ibuf_merges_insert	change_buffer	648630	648630	NULL	12.89087187232943
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	564025	564025	NULL	11.209432199852932
ibuf_size	change_buffer	262	269	NULL	0.005206987697994714
innodb_activity_count	server	6930234	6930234	NULL	137.73146252757516
innodb_dblwr_writes	server	590927	590927	NULL	11.744082516843214
innodb_dblwr_pages_written	server	4180294	4180294	NULL	83.07915813740883
innodb_rwlock_s_spin_waits	server	2071693	2071693	NULL	41.17282429397619
innodb_rwlock_x_spin_waits	server	76380	76380	NULL	1.51797603195739
innodb_rwlock_s_spin_rounds	server	91458322	91458322	NULL	1817.64258600473
innodb_rwlock_x_spin_rounds	server	8799991	8799991	NULL	174.89101099032138
innodb_rwlock_s_os_waits	server	2834708	2834708	NULL	56.33698352445496
innodb_rwlock_x_os_waits	server	275595	275595	NULL	5.477174712323866
dml_reads	dml	6422789	6422789	NULL	127.64650118250293
dml_inserts	dml	751923	751923	NULL	14.943716835264423
dml_deletes	dml	57749	57749	NULL	1.1477035594331935
dml_updates	dml	1503708	1503708	NULL	29.884691058687917
lock_row_lock_current_waits	lock	1	5	NULL	0.00001986965506278811
lock_row_lock_time	lock	4525119	4525119	NULL	89.91255364806867
lock_row_lock_waits	lock	1328	1328	NULL	0.02638690192338261
buffer_pool_reads	buffer	20006228	20006228	NULL	397.5168494674932
buffer_pool_read_requests	buffer	70998056	70998056	NULL	1410.7068828485137
buffer_pool_write_requests	buffer	11665583	11665583	NULL	231.7911103163249
buffer_pool_wait_free	buffer	551298	551298	NULL	10.95410109680496
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4105	4105	NULL	0.08156493403274519
buffer_pages_created	buffer	23501	23501	NULL	0.46695676363058336
buffer_pages_written	buffer	4185411	4185411	NULL	83.16267286599904
buffer_pages_read	buffer	20543935	20543935	NULL	408.20090208233984
buffer_data_reads	buffer	336598257664	336598257664	NULL	6688091.274519155
buffer_data_written	buffer	138002171904	138002171904	NULL	2742055.5536480686
os_data_reads	os	20506213	20506213	NULL	407.45137895406134
os_data_writes	os	4736698	4736698	NULL	94.11655539659832
os_data_fsyncs	os	1070294	1070294	NULL	21.266372595771738
os_log_bytes_written	os	855121920	855121920	NULL	16990.97758702909
os_log_fsyncs	os	156712	156712	NULL	3.1138133841996503
os_log_pending_fsyncs	os	1	2	0	0.00001986965506278811
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2114232	2114232	NULL	42.00906056270863
log_writes	recovery	155632	155632	NULL	3.0923541567318393
adaptive_hash_searches	adaptive_hash_index	78618	78618	NULL	1.5621125417262756
ibuf_merges_insert	change_buffer	649243	649243	NULL	12.900234461929742
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	564561	564561	NULL	11.217632331902719
ibuf_size	change_buffer	265	269	NULL	0.005265458591638849
innodb_activity_count	server	6936830	6936830	NULL	137.83241932920043
innodb_dblwr_writes	server	591834	591834	NULL	11.759537434430138
innodb_dblwr_pages_written	server	4185419	4185419	NULL	83.16283182323954
innodb_rwlock_s_spin_waits	server	2074497	2074497	NULL	41.219539818788746
innodb_rwlock_x_spin_waits	server	76482	76482	NULL	1.5196709585121602
innodb_rwlock_s_spin_rounds	server	91619077	91619077	NULL	1820.4394571610237
innodb_rwlock_x_spin_rounds	server	8812829	8812829	NULL	175.10787235733588
innodb_rwlock_s_os_waits	server	2839809	2839809	NULL	56.42602527420124
innodb_rwlock_x_os_waits	server	276009	276009	NULL	5.484203624225083
dml_reads	dml	6429076	6429076	NULL	127.74352249244953
dml_inserts	dml	752609	752609	NULL	14.954081227149898
dml_deletes	dml	57797	57797	NULL	1.1484064536639644
dml_updates	dml	1505065	1505065	NULL	29.905122397075186
lock_row_lock_current_waits	lock	0	5	NULL	0
lock_row_lock_time	lock	4538012	4538012	NULL	90.15082045373276
lock_row_lock_waits	lock	1328	1328	NULL	0.026381659978545035
buffer_pool_reads	buffer	20026986	20026986	NULL	397.8502522944893
buffer_pool_read_requests	buffer	71065344	71065344	NULL	1411.7633596885057
buffer_pool_write_requests	buffer	11676834	11676834	NULL	231.9685724502364
buffer_pool_wait_free	buffer	552022	552022	NULL	10.966307759545472
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4115	4115	NULL	0.0817473876594223
buffer_pages_created	buffer	23525	23525	NULL	0.46734077635186144
buffer_pages_written	buffer	4190754	4190754	NULL	83.25229448925265
buffer_pages_read	buffer	20565364	20565364	NULL	408.54551233660453
buffer_data_reads	buffer	336950251520	336950251520	NULL	6693755.244944178
buffer_data_written	buffer	138178013696	138178013696	NULL	2745004.0465652193
os_data_reads	os	20527610	20527610	NULL	407.7955024037506
os_data_writes	os	4742896	4742896	NULL	94.22098613373595
os_data_fsyncs	os	1071624	1071624	NULL	21.28856927172315
os_log_bytes_written	os	855883776	855883776	NULL	17002.737017759944
os_log_fsyncs	os	156916	156916	NULL	3.11724740752513
os_log_pending_fsyncs	os	1	2	0	0.000019865707815169456
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2116012	2116012	NULL	42.03607612539235
log_writes	recovery	155835	155835	NULL	3.095772577376932
adaptive_hash_searches	adaptive_hash_index	78621	78621	NULL	1.5618618141364378
ibuf_merges_insert	change_buffer	650073	650073	NULL	12.914160276530653
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	565275	565275	NULL	11.229587985219913
ibuf_size	change_buffer	266	269	NULL	0.005284278278835075
innodb_activity_count	server	6942710	6942710	NULL	137.92184830545511
innodb_dblwr_writes	server	592611	592611	NULL	11.772636974055386
innodb_dblwr_pages_written	server	4190762	4190762	NULL	83.25245341491518
innodb_rwlock_s_spin_waits	server	2077443	2077443	NULL	41.26987564066908
innodb_rwlock_x_spin_waits	server	76587	76587	NULL	1.521454964440383
innodb_rwlock_s_spin_rounds	server	91791022	91791022	NULL	1823.4936231077913
innodb_rwlock_x_spin_rounds	server	8825865	8825865	NULL	175.33205530613057
innodb_rwlock_s_os_waits	server	2845258	2845258	NULL	56.52306408677341
innodb_rwlock_x_os_waits	server	276422	276422	NULL	5.491318685684771
dml_reads	dml	6434579	6434579	NULL	127.82746632762526
dml_inserts	dml	753285	753285	NULL	14.964539711549923
dml_deletes	dml	57846	57846	NULL	1.1491517342762922
dml_updates	dml	1506288	1506288	NULL	29.923477293495967
lock_row_lock_current_waits	lock	2	5	NULL	0.00003972352427107333
lock_row_lock_time	lock	4539835	4539835	NULL	90.1691229045841
lock_row_lock_waits	lock	1332	1332	NULL	0.026455867164534838
buffer_pool_reads	buffer	20048093	20048093	NULL	398.19045443711764
buffer_pool_read_requests	buffer	71131928	71131928	NULL	1412.8054341781203
buffer_pool_write_requests	buffer	11687471	11687471	NULL	232.13376896798283
buffer_pool_wait_free	buffer	552808	552808	NULL	10.979741002621752
buffer_pool_read_ahead	buffer	0	0	NULL	0
buffer_pool_read_ahead_evicted	buffer	4122	4122	NULL	0.08187018352268213
buffer_pages_created	buffer	23545	23545	NULL	0.46764518948121075
buffer_pages_written	buffer	4195971	4195971	NULL	83.33937792960991
buffer_pages_read	buffer	20586911	20586911	NULL	408.89232938746323
buffer_data_reads	buffer	337302704128	337302704128	NULL	6699426.077063637
buffer_data_written	buffer	138349454336	138349454336	NULL	2747863.9536029235
os_data_reads	os	20549120	20549120	NULL	408.1417335345992
os_data_writes	os	4749006	4749006	NULL	94.32362755223643
os_data_fsyncs	os	1073016	1073016	NULL	21.31198855962501
os_log_bytes_written	os	856603136	856603136	NULL	17013.647731786765
os_log_fsyncs	os	157112	157112	NULL	3.1205211726384365
os_log_pending_fsyncs	os	0	2	0	0
os_log_pending_writes	os	0	1	0	0
log_waits	recovery	0	0	NULL	0
log_write_requests	recovery	2117574	2117574	NULL	42.05875109239692
log_writes	recovery	156031	156031	NULL	3.099050607769921
adaptive_hash_searches	adaptive_hash_index	78644	78644	NULL	1.5620084213871455
ibuf_merges_insert	change_buffer	650602	650602	NULL	12.922102168904425
ibuf_merges_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_delete	change_buffer	0	0	NULL	0
ibuf_merges_discard_insert	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete_mark	change_buffer	0	0	NULL	0
ibuf_merges_discard_delete	change_buffer	0	0	NULL	0
ibuf_merges	change_buffer	565740	565740	NULL	11.236593310558513
ibuf_size	change_buffer	264	269	NULL	0.00524350520378168
innodb_activity_count	server	6949016	6949016	NULL	138.01970286803845
innodb_dblwr_writes	server	593441	593441	NULL	11.786783983475013
innodb_dblwr_pages_written	server	4195971	4195971	NULL	83.33937792960991
innodb_rwlock_s_spin_waits	server	2080191	2080191	NULL	41.31625883848415
innodb_rwlock_x_spin_waits	server	76690	76690	NULL	1.5231985381743067
innodb_rwlock_s_spin_rounds	server	91929349	91929349	NULL	1825.8788631127354
innodb_rwlock_x_spin_rounds	server	8837946	8837946	NULL	175.53718121871773
innodb_rwlock_s_os_waits	server	2849660	2849660	NULL	56.59926908715341
innodb_rwlock_x_os_waits	server	276814	276814	NULL	5.498013823786446
dml_reads	dml	6440147	6440147	NULL	127.91266783189005
